name;rating;convenience;security;functionality;comment
Волчатник 40;2.8;4;4;3;Это здание имеет стандартную конструкцию.
Лифт 20;3.2;3;3;2;Это здание является примером функционального дизайна.
Маяк 85;0.3;1;3;4;У этого здания отличная архитектура.
Школа 57;2.1;1;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 10;2.9;2;2;5;Это здание является примером функционального дизайна.
Улей 29;1.9;3;4;5;Это здание является примером функционального дизайна.
Нефтепровод 54;3.1;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Маяк 85;0.3;5;5;5;У этого здания отличная архитектура.
Школа 30;2.4;2;1;2;Мне нравится дизайн этого здания.
Школа 57;2.5;2;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Убежище 51;0.8;3;1;4;Мне нравится дизайн этого здания.
Логово 87;4.7;3;2;1;Это здание имеет стандартную конструкцию.
Академия 5;4.2;2;2;1;Это великолепное здание!
Цирк 90;1.9;2;2;1;Это здание не имеет особых архитектурных особенностей.
Крольчатник 79;1.5;1;5;4;Мне нравится дизайн этого здания.
Кафе 58;3.6;2;2;1;У этого здания отличная архитектура.
Больница 66;1.8;1;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Улей 100;3.3;1;4;1;Это здание имеет стандартную конструкцию.
Супермаркет 3;0.5;4;1;5;Это здание очень функционально.
Волчатник 84;3.3;2;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 52;5.0;5;1;2;Это здание является примером функционального дизайна.
Нефтепровод 54;4.3;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Крольчатник 79;4.4;3;5;4;Это здание построено из стандартных строительных материалов.
Бомбоубежище 9;2.3;5;4;4;Это здание очень функционально.
Университет 61;4.3;3;3;2;Это здание построено из стандартных строительных материалов.
Цирк 90;3.9;2;2;1;Это великолепное здание!
Мануфактура 45;4.7;3;4;2;Это великолепное здание!
Институт 58;3.2;1;1;3;Это здание имеет стандартную конструкцию.
Убежище 16;3.3;2;1;2;Это великолепное здание!
Цирк 80;0.6;5;1;4;Это здание построено из стандартных строительных материалов.
Цирк 80;0.3;2;2;4;Это здание построено из стандартных строительных материалов.
Гусятник 66;1.8;4;5;3;Это здание не имеет особых архитектурных особенностей.
Логово 87;2.1;1;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Офис 44;3.3;2;3;3;Это здание имеет стандартную конструкцию.
Петля 98;4.3;4;2;1;Это здание имеет стандартную конструкцию.
Гараж 45;2.8;4;1;1;Это здание очень функционально.
Пандус 60;4.8;1;1;1;У этого здания отличная архитектура.
Развязка 55;0.5;4;3;1;Это здание представляет собой типичный образец современной архитектуры.
Причал 61;0.6;5;5;5;Это здание не имеет особых архитектурных особенностей.
Фабрика 68;1.0;1;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Логово 87;2.2;5;5;3;Это здание построено из стандартных строительных материалов.
Театр 53;0.7;3;5;3;Это здание построено из стандартных строительных материалов.
Причал 61;0.5;5;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 100;3.5;5;3;5;Это здание является примером функционального дизайна.
Дворец 34;0.3;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Бункер 52;4.4;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Убежище 51;0.4;5;1;1;Это здание имеет стандартную конструкцию.
Дупло 63;3.4;2;4;3;Это здание имеет стандартную конструкцию.
Стадион 67;0.8;3;4;5;Это здание имеет стандартную конструкцию.
Чердак 7;2.9;2;5;3;Это здание не имеет особых архитектурных особенностей.
Пандус 7;0.3;2;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 29;2.5;5;2;1;Это здание представляет собой типичный образец современной архитектуры.
Верфь 32;2.3;5;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 3;1.2;1;2;2;Это великолепное здание!
Пандус 60;0.2;4;2;5;Это здание имеет стандартную конструкцию.
Бомбоубежище 54;2.5;1;1;4;Это здание не имеет особых архитектурных особенностей.
Дворец 13;4.7;5;2;3;У этого здания отличная архитектура.
Цирк 90;4.7;5;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Волчатник 84;1.6;5;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 3;2.1;3;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Торговый центр 89;4.2;2;1;3;Мне нравится дизайн этого здания.
Пандус 60;4.3;5;4;2;Это здание очень функционально.
Крольчатник 79;4.5;1;3;3;Это здание построено из стандартных строительных материалов.
Мануфактура 45;2.4;3;5;2;Это здание построено из стандартных строительных материалов.
Академия 3;1.4;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 59;0.7;2;2;4;Это здание построено из стандартных строительных материалов.
Академия 5;4.8;1;5;3;Это здание не имеет особых архитектурных особенностей.
Дворец 34;0.1;3;3;4;У этого здания отличная архитектура.
Чердак 7;1.7;1;3;4;Это здание не имеет особых архитектурных особенностей.
Волчатник 40;1.6;4;4;3;Это здание не имеет особых архитектурных особенностей.
Котельная 94;4.7;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Страусятник 65;3.8;5;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Дупло 57;3.1;5;5;3;Это здание имеет стандартную конструкцию.
Причал 61;2.7;4;4;2;Это здание является примером функционального дизайна.
Страусятник 65;4.3;4;4;4;Это здание построено из стандартных строительных материалов.
Академия 3;3.2;5;4;1;Это здание является примером функционального дизайна.
Пандус 7;2.8;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Кладбище 49;3.9;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Канализация 73;1.6;3;5;3;Это здание не имеет особых архитектурных особенностей.
Торговый центр 89;3.5;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Канализация 73;0.2;4;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Бомбоубежище 9;0.4;1;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 3;3.0;1;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Петля 98;3.3;1;1;3;Это великолепное здание!
Мануфактура 45;3.3;1;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 29;3.0;3;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Бункер 3;0.3;4;3;2;Это здание является примером функционального дизайна.
Церковь 79;2.6;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Улей 100;2.1;3;1;2;Это здание имеет стандартную конструкцию.
Теплотрасса 59;1.3;5;3;4;Это здание очень функционально.
Канализация 73;1.2;3;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Цирк 90;2.7;1;5;3;Это здание является примером функционального дизайна.
Мост 61;1.1;3;5;3;Это здание представляет собой типичный образец современной архитектуры.
Паутинник 55;3.3;3;5;2;Это великолепное здание!
Цирк 80;2.7;4;4;2;Это здание имеет стандартную конструкцию.
Теплотрасса 12;3.3;1;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дворец 13;0.1;4;4;4;Это здание имеет стандартную конструкцию.
Гусятник 66;0.5;5;3;2;Это здание не имеет особых архитектурных особенностей.
Виадук 19;2.5;5;5;3;Это здание имеет стандартную конструкцию.
Котельная 94;1.0;4;1;2;Мне нравится дизайн этого здания.
Бомбоубежище 54;0.9;2;4;1;Это здание имеет стандартную конструкцию.
Волчатник 84;3.2;4;3;4;Это здание имеет стандартную конструкцию.
Верфь 32;3.1;4;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Паутинник 55;2.0;4;5;3;Это великолепное здание!
Башня 29;0.6;5;5;2;Это здание очень функционально.
Нефтепровод 16;4.9;2;3;1;Это здание построено из стандартных строительных материалов.
Причал 61;2.1;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Логово 87;2.9;3;5;2;Это здание очень функционально.
Чердак 7;3.5;4;5;3;У этого здания отличная архитектура.
Плантация 35;0.7;2;4;1;Это здание является примером функционального дизайна.
Мостки 12;4.7;4;4;3;У этого здания отличная архитектура.
Академия 3;4.8;1;5;5;Это здание построено из стандартных строительных материалов.
Пандус 60;1.3;1;4;2;Это здание является примером функционального дизайна.
Петля 98;2.4;4;1;3;Это здание имеет стандартную конструкцию.
Гусятник 66;1.9;3;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 80;0.7;2;3;4;Мне нравится дизайн этого здания.
Дворец 34;2.1;3;1;2;Это здание не имеет особых архитектурных особенностей.
Убежище 16;1.7;2;2;3;Это здание является примером функционального дизайна.
Док 21;0.5;2;1;5;У этого здания отличная архитектура.
Канализация 73;1.2;2;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 21;4.5;4;2;1;Это здание очень функционально.
Склад 20;1.6;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Бомбоубежище 9;0.5;2;5;4;Это здание является примером функционального дизайна.
Крольчатник 79;3.2;5;2;3;Это здание имеет стандартную конструкцию.
Нефтепровод 16;4.1;4;4;1;Это здание имеет стандартную конструкцию.
Жилой дом 3;1.1;2;4;1;Это здание не имеет особых архитектурных особенностей.
Утятник 23;4.7;1;5;1;Мне нравится дизайн этого здания.
Бункер 3;2.4;3;5;5;Это здание построено из стандартных строительных материалов.
Волчатник 40;2.7;1;3;5;Мне нравится дизайн этого здания.
Нефтепровод 54;3.3;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Улей 29;1.5;5;5;2;Это здание не имеет особых архитектурных особенностей.
Дворец 13;0.6;4;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Пандус 60;2.8;2;1;5;Это здание построено из стандартных строительных материалов.
Паутинник 55;4.4;5;3;4;Это здание представляет собой типичный образец современной архитектуры.
Гусятник 66;4.7;2;4;3;Это здание очень функционально.
Лосятник 3;0.3;2;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кафе 58;4.9;5;4;4;Это здание представляет собой типичный образец современной архитектуры.
Мост 61;1.3;1;3;4;Это великолепное здание!
Пандус 60;0.8;3;5;1;Это здание является примером функционального дизайна.
Нефтепровод 54;3.4;2;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 45;1.3;5;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Отель 50;1.5;2;3;3;Это здание имеет стандартную конструкцию.
Верфь 32;1.1;4;3;2;Это здание не имеет особых архитектурных особенностей.
Музей 85;2.5;5;1;1;Это здание имеет стандартную конструкцию.
Гараж 45;2.4;1;1;3;Это здание не имеет особых архитектурных особенностей.
Торговый центр 89;4.0;5;3;5;Это здание не имеет особых архитектурных особенностей.
Жилой дом 13;4.1;3;1;3;Это здание является примером функционального дизайна.
Супермаркет 27;2.7;2;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кладбище 49;4.5;4;5;2;Это здание является примером функционального дизайна.
Фабрика 68;5.0;2;5;3;У этого здания отличная архитектура.
Кафе 58;4.0;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пасека 31;3.2;1;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 3;0.7;5;3;3;Это здание имеет стандартную конструкцию.
Кинотеатр 92;1.7;4;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Канализация 73;1.3;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Башня 29;1.8;4;3;3;Это здание представляет собой типичный образец современной архитектуры.
Кафе 58;0.9;5;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Лифт 20;4.7;3;3;1;Это здание является примером функционального дизайна.
Супермаркет 27;1.3;5;3;1;Это великолепное здание!
Убежище 16;4.2;2;5;2;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 40;4.6;1;1;4;Это здание имеет стандартную конструкцию.
Бункер 45;4.3;3;1;3;Мне нравится дизайн этого здания.
Улей 100;3.3;4;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Больница 66;2.0;1;2;1;Это великолепное здание!
Университет 61;0.2;1;1;3;Это здание является примером функционального дизайна.
Университет 61;0.5;2;3;2;Это здание является примером функционального дизайна.
Дворец 13;2.9;5;3;3;У этого здания отличная архитектура.
Нефтепровод 16;3.0;4;2;1;У этого здания отличная архитектура.
Верфь 10;0.7;5;2;1;Это здание не имеет особых архитектурных особенностей.
Лосятник 3;3.8;1;4;4;Это здание является примером функционального дизайна.
Дворец 34;4.7;1;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кинотеатр 92;3.9;5;4;3;Это здание построено из стандартных строительных материалов.
Нефтепровод 54;3.0;4;4;2;Это великолепное здание!
Мануфактура 45;0.1;4;1;2;Это здание не имеет особых архитектурных особенностей.
Волчатник 84;3.6;2;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кладбище 49;3.0;3;2;1;Это великолепное здание!
Торговый центр 89;4.8;2;2;2;У этого здания отличная архитектура.
Теплотрасса 12;3.5;5;3;3;Это здание построено из стандартных строительных материалов.
Бомбоубежище 9;4.5;3;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мостки 40;3.7;5;3;4;Это здание имеет стандартную конструкцию.
Мостки 40;2.8;5;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кладбище 64;4.2;3;5;3;Это здание является примером функционального дизайна.
Коровник 96;0.7;1;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 29;0.2;1;1;3;Это здание имеет стандартную конструкцию.
Плантация 35;0.7;2;5;2;Это здание построено из стандартных строительных материалов.
Кладбище 49;0.3;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Отель 50;2.1;3;3;2;Мне нравится дизайн этого здания.
Улей 100;2.3;3;3;4;Это здание является примером функционального дизайна.
Цирк 90;2.9;2;3;5;Это здание не имеет особых архитектурных особенностей.
Супермаркет 27;1.2;4;5;2;Это здание представляет собой типичный образец современной архитектуры.
Жилой дом 13;0.6;2;5;4;Это здание не имеет особых архитектурных особенностей.
Пасека 31;3.3;3;2;5;Это здание построено из стандартных строительных материалов.
Фабрика 68;4.2;2;2;3;Мне нравится дизайн этого здания.
Дупло 63;3.0;4;3;4;Это здание является примером функционального дизайна.
Дупло 63;0.2;2;1;2;Это здание является примером функционального дизайна.
Мост 61;4.9;1;2;2;Это здание имеет стандартную конструкцию.
Убежище 51;1.9;3;3;3;Это здание построено из стандартных строительных материалов.
Нефтепровод 16;3.4;5;4;2;Это здание не имеет особых архитектурных особенностей.
Страусятник 65;2.2;3;3;3;Это здание построено из стандартных строительных материалов.
Паутинник 55;2.4;2;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Волчатник 40;4.1;4;1;2;Это здание построено из стандартных строительных материалов.
Кинотеатр 92;2.8;4;3;5;Это здание имеет стандартную конструкцию.
Школа 57;1.9;3;2;3;Это здание построено из стандартных строительных материалов.
Плантация 35;4.8;2;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 29;1.5;5;4;5;Это здание не имеет особых архитектурных особенностей.
Склад 20;0.4;3;3;5;Это великолепное здание!
Бункер 45;0.4;5;1;5;Это здание построено из стандартных строительных материалов.
Причал 61;1.5;2;3;3;Мне нравится дизайн этого здания.
Утятник 23;4.6;3;4;5;Это здание является примером функционального дизайна.
Верфь 10;2.7;2;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Фабрика 68;0.2;1;2;3;Это здание не имеет особых архитектурных особенностей.
Убежище 16;4.2;2;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Школа 57;3.9;5;4;1;Это здание не имеет особых архитектурных особенностей.
Бомбоубежище 54;3.7;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Кладбище 49;2.0;4;1;5;Это здание построено из стандартных строительных материалов.
Крольчатник 79;1.5;3;1;5;Это великолепное здание!
Убежище 51;2.2;5;5;4;Это великолепное здание!
Теплотрасса 59;0.6;4;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кафе 58;5.0;4;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Логово 87;4.1;4;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Утятник 23;0.2;4;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Развязка 55;1.1;5;1;2;Это здание является примером функционального дизайна.
Коровник 96;2.1;2;5;5;Это здание не имеет особых архитектурных особенностей.
Улей 29;3.0;3;4;5;Это здание является примером функционального дизайна.
Логово 87;4.9;3;5;5;Это здание очень функционально.
Пандус 60;0.2;4;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Кладбище 64;4.9;5;4;4;Это здание имеет стандартную конструкцию.
Пасека 31;1.6;2;4;2;Это здание является примером функционального дизайна.
Кладбище 64;1.8;1;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Цирк 90;2.9;4;3;5;Это великолепное здание!
Дупло 57;3.9;1;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Улей 29;3.0;2;5;3;Это здание имеет стандартную конструкцию.
Супермаркет 3;4.8;4;1;3;У этого здания отличная архитектура.
Лосятник 3;5.0;2;2;5;Мне нравится дизайн этого здания.
Цирк 80;1.9;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Мостки 40;3.2;3;3;3;У этого здания отличная архитектура.
Пандус 7;3.8;1;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 21;1.5;5;4;2;Это здание представляет собой типичный образец современной архитектуры.
Нефтепровод 16;2.6;4;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Склад 20;2.9;3;3;3;Это здание построено из стандартных строительных материалов.
Дворец 34;3.4;5;1;3;Это здание построено из стандартных строительных материалов.
Убежище 51;3.3;4;3;1;Это здание очень функционально.
Торговый центр 89;2.7;4;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 10;1.8;4;4;5;У этого здания отличная архитектура.
Бомбоубежище 54;2.3;3;3;1;Это здание очень функционально.
Маяк 85;5.0;3;2;2;Это здание является примером функционального дизайна.
Музей 85;4.9;2;3;2;Это здание является примером функционального дизайна.
Конюшня 35;3.8;4;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лифт 20;1.8;3;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Институт 58;4.8;3;3;4;Это здание имеет стандартную конструкцию.
Тоннель 4;2.1;5;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Школа 57;4.4;4;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кафе 58;2.7;4;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Институт 58;3.2;4;2;2;Это здание построено из стандартных строительных материалов.
Бункер 52;4.1;1;1;5;Это здание не имеет особых архитектурных особенностей.
Башня 29;0.7;4;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лифт 20;2.0;5;2;2;Это здание не имеет особых архитектурных особенностей.
Чердак 7;3.2;1;5;4;Это здание имеет стандартную конструкцию.
Улей 100;0.5;2;4;2;Это здание имеет стандартную конструкцию.
Чердак 7;0.1;4;5;5;Это здание не имеет особых архитектурных особенностей.
Псарня 81;2.0;1;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Утятник 23;3.1;5;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Крольчатник 79;2.0;4;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мостки 12;1.7;5;1;1;Это здание имеет стандартную конструкцию.
Склад 20;3.8;3;4;1;Это здание представляет собой типичный образец современной архитектуры.
Утятник 23;1.8;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Башня 29;4.1;2;5;4;Это великолепное здание!
Логово 87;3.5;1;5;2;Это здание имеет стандартную конструкцию.
Волчатник 84;0.7;4;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Дворец 13;3.7;4;4;3;Это здание построено из стандартных строительных материалов.
Страусятник 65;0.8;4;2;1;Это здание построено из стандартных строительных материалов.
Академия 3;4.3;1;2;3;У этого здания отличная архитектура.
Особняк 94;0.5;2;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Башня 29;3.2;2;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Крольчатник 79;0.6;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Особняк 94;1.6;4;5;3;Это здание построено из стандартных строительных материалов.
Больница 66;4.7;2;1;4;Это здание является примером функционального дизайна.
Цирк 90;4.0;2;2;1;Мне нравится дизайн этого здания.
Убежище 51;2.3;1;2;1;Это здание является примером функционального дизайна.
Волчатник 84;2.1;2;3;3;Это здание построено из стандартных строительных материалов.
Пандус 60;0.1;3;4;3;Это здание представляет собой типичный образец современной архитектуры.
Жилой дом 3;2.9;1;3;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 3;4.9;1;1;3;Это здание построено из стандартных строительных материалов.
Развязка 55;3.0;1;2;5;Это здание построено из стандартных строительных материалов.
Цирк 90;2.0;4;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дворец 34;0.1;1;3;3;Это здание построено из стандартных строительных материалов.
Маяк 85;2.8;1;5;3;Это здание представляет собой типичный образец современной архитектуры.
Цирк 80;4.1;4;2;3;Мне нравится дизайн этого здания.
Театр 53;0.8;4;3;1;Это здание не имеет особых архитектурных особенностей.
Жилой дом 13;3.7;1;4;1;Это здание является примером функционального дизайна.
Академия 3;4.2;2;3;2;Это здание построено из стандартных строительных материалов.
Музей 85;4.2;2;5;2;Это здание представляет собой типичный образец современной архитектуры.
Улей 29;1.5;1;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лифт 20;2.5;4;3;3;Это здание построено из стандартных строительных материалов.
Кладбище 49;1.0;1;1;2;Это здание очень функционально.
Лосятник 3;4.8;5;1;5;Это здание очень функционально.
Пандус 60;3.5;3;4;1;У этого здания отличная архитектура.
Крольчатник 79;4.5;1;4;4;Это здание построено из стандартных строительных материалов.
Верфь 10;4.0;2;1;3;Мне нравится дизайн этого здания.
Нефтепровод 54;1.5;1;1;1;Это здание имеет стандартную конструкцию.
Гусятник 66;4.5;2;2;3;Это здание построено из стандартных строительных материалов.
Паутинник 55;1.6;5;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кладбище 64;1.2;2;3;5;Это здание имеет стандартную конструкцию.
Лифт 20;1.5;3;3;2;Это здание построено из стандартных строительных материалов.
Офис 44;0.3;4;1;3;Это здание имеет стандартную конструкцию.
Улей 29;0.3;1;2;1;У этого здания отличная архитектура.
Кладбище 49;1.1;1;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Отель 50;0.9;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Мост 61;3.8;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Нефтепровод 54;1.5;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Цирк 90;0.8;1;3;5;Это здание не имеет особых архитектурных особенностей.
Академия 3;1.6;1;4;4;Это здание является примером функционального дизайна.
Волчатник 84;4.1;2;5;5;Мне нравится дизайн этого здания.
Верфь 32;1.3;2;2;5;Это здание очень функционально.
Бункер 52;0.7;2;4;3;Это здание является примером функционального дизайна.
Стадион 67;1.4;1;4;4;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 29;3.4;5;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 10;2.1;3;2;5;Это здание построено из стандартных строительных материалов.
Университет 61;3.1;2;3;4;Это здание представляет собой типичный образец современной архитектуры.
Причал 61;2.6;2;5;4;У этого здания отличная архитектура.
Верфь 32;4.6;5;4;5;Это здание имеет стандартную конструкцию.
Цирк 90;2.9;4;2;4;Это здание очень функционально.
Бомбоубежище 54;0.4;2;2;3;Это здание имеет стандартную конструкцию.
Кафе 58;3.5;2;3;2;Это здание имеет стандартную конструкцию.
Псарня 81;3.8;1;5;2;Мне нравится дизайн этого здания.
Жилой дом 13;1.7;5;3;4;Это здание представляет собой типичный образец современной архитектуры.
Бункер 3;2.6;2;4;1;Это здание построено из стандартных строительных материалов.
Кладбище 64;2.6;2;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Утятник 23;0.6;2;5;3;Это здание является примером функционального дизайна.
